protein_id,length_aa,annotation_status,uniprot_id,subject_db_id,description,evalue,e_val,bitscore,identity_percent,identity_pct,query_coverage,query_coverage_pct,subject_coverage
ENA|BN000065|BN000065.1_predicted_orf_248,61,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_249,96,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_250,63,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_251,63,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_252,31,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_253,40,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_254,38,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_255,30,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_256,30,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_257,46,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_258,31,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_259,53,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_260,37,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_261,103,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_262,39,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_263,57,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_264,66,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_265,35,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_266,43,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_267,37,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_268,42,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_269,39,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_270,80,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_271,33,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_272,33,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_273,80,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_274,52,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_275,41,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_276,57,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_277,53,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_278,67,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_279,37,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_280,33,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_281,38,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_282,39,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_283,38,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_284,33,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_285,33,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_286,61,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_287,31,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_288,55,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_289,43,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_290,31,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_291,43,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_292,44,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_293,36,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_294,68,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_295,70,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_296,82,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_297,45,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_298,42,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_299,84,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_300,50,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_301,34,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_302,89,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_303,43,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_304,85,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_305,41,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_306,53,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_307,45,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_308,34,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_309,47,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_310,36,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_311,53,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_312,39,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_313,60,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_314,140,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_315,36,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_316,47,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_317,63,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_318,40,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_319,32,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_320,32,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_321,43,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_322,60,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_323,46,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_324,30,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_325,81,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_326,49,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_327,33,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_328,45,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_329,114,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_330,104,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_331,108,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_332,33,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_333,43,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_334,97,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_335,51,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_336,59,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_337,79,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_338,48,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_339,71,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_340,63,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_341,65,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_342,92,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_343,120,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_344,48,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_345,51,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_346,90,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_347,37,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_348,73,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_349,35,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_350,31,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_351,51,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_352,42,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_353,44,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_354,33,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_355,40,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_356,57,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_357,46,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_358,103,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_359,86,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_360,34,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_361,36,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_362,70,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_363,110,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_364,82,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_365,47,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_366,47,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_367,43,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_368,33,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_369,39,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_370,35,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_371,68,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_372,81,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_373,32,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_374,58,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_375,62,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_376,90,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_377,62,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_378,64,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_379,68,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_380,62,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_381,74,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_382,92,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_383,33,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_384,42,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_385,39,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_386,79,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_387,83,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_388,36,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_389,61,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_390,70,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_391,96,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_392,64,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_393,30,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_394,45,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_395,45,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_396,52,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_397,46,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_398,37,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_399,36,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_400,47,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_401,48,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_402,46,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_403,40,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_404,82,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_405,65,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_406,55,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_407,44,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_408,35,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_409,36,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_410,34,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_411,47,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_412,73,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_413,41,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_414,86,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_415,59,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_416,30,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_417,114,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_418,41,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_419,80,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_420,43,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_421,73,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_422,53,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_423,80,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_424,73,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_425,51,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_426,45,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_427,36,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_428,34,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_429,33,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_430,85,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_431,34,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_432,36,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_433,68,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_434,73,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_435,30,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_436,83,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_437,115,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_438,50,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_439,97,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_440,41,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_441,63,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_442,42,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_443,67,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_444,55,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_445,76,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_446,33,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
ENA|BN000065|BN000065.1_predicted_orf_447,30,Hypothetical Protein,,None,hypothetical protein,,,,,,,,
